Global,Sheep,Grassland systems,Meat,243.7," 513,147,958 "," 125,044,974,751 "," 12,554,440,923 "," 65,754,207,903 "," 46,736,325,925 "," 9,937,349,150 ", -   ," 4,699,017,716 "," 39,734,479,484 "," 93,189,612 ", -   ," 63,839,733,876 "," 1,914,474,027 "," 2,302,828,725 "," 996,343,961 "," 297,200,265 "," 1,230,357,936 "
Global,Sheep,Mixed systems,Aggregated,146.4," 842,516,863 "," 123,310,461,428 "," 14,087,658,618 "," 86,815,290,173 "," 22,407,512,637 "," 9,758,793,050 ", -   ," 5,957,740,489 "," 13,419,343,031 "," 347,666,809 ", -   ," 84,100,193,961 "," 2,715,096,212 "," 3,030,429,117 "," 1,163,615,054 "," 1,150,533,585 "," 1,667,050,120 "
Global,Sheep,Mixed systems,Milk,116.2," 281,943,012 "," 32,772,087,480 "," 4,061,258,335 "," 23,208,474,483 "," 5,502,354,662 "," 2,859,331,303 ", -   ," 1,619,398,495 "," 2,623,734,230 "," 194,480,764 ", -   ," 22,554,776,157 "," 653,698,326 "," 1,259,221,938 "," 15,369,916 "," 786,996,937 "," 205,079,413 "
Global,Sheep,Mixed systems,Meat,161.5," 560,573,851 "," 90,538,373,947 "," 10,026,400,283 "," 63,606,815,690 "," 16,905,157,974 "," 6,899,461,746 ", -   ," 4,338,341,994 "," 10,795,608,801 "," 153,186,044 ", -   ," 61,545,417,804 "," 2,061,397,886 "," 1,771,207,179 "," 1,148,245,138 "," 363,536,647 "," 1,461,970,707 "
Global,Goats,Aggregated,Aggregated,171.8," 1,284,245,384 "," 220,571,561,481 "," 26,116,769,969 "," 147,075,913,997 "," 47,378,877,515 "," 21,588,000,997 ", -   ," 10,319,733,918 "," 32,823,507,375 "," 150,561,118 ", -   ," 140,305,826,853 "," 6,770,087,144 "," 4,235,636,222 "," 1,161,923,938 "," 1,802,552,248 "," 1,413,731,669 "
Global,Goats,Aggregated,Milk,130.7," 540,428,584 "," 70,644,294,542 "," 7,896,848,252 "," 46,789,323,442 "," 15,958,122,847 "," 6,345,573,862 ", -   ," 2,613,421,554 "," 11,722,706,342 "," 117,949,263 ", -   ," 44,672,034,291 "," 2,117,289,152 "," 1,621,994,951 "," 14,030,468 "," 1,105,588,034 "," 313,706,625 "
Global,Goats,Aggregated,Meat,201.6," 743,816,800 "," 149,927,266,939 "," 18,219,921,717 "," 100,286,590,554 "," 31,420,754,668 "," 15,242,427,135 ", -   ," 7,706,312,363 "," 21,100,801,033 "," 32,611,855 ", -   ," 95,633,792,562 "," 4,652,797,992 "," 2,613,641,271 "," 1,147,893,470 "," 696,964,213 "," 1,100,025,044 "
Global,Goats,Grassland systems,Aggregated,199.4," 470,376,637 "," 93,777,820,107 "," 8,975,791,733 "," 58,300,281,183 "," 26,501,747,191 "," 7,263,462,499 ", -   ," 3,361,101,268 "," 21,253,796,821 "," 54,928,434 ", -   ," 56,064,729,294 "," 2,235,551,889 "," 1,886,849,103 "," 458,156,082 "," 575,901,624 "," 623,343,095 "
Global,Goats,Grassland systems,Milk,165.8," 175,841,857 "," 29,155,757,209 "," 2,231,533,940 "," 17,052,927,041 "," 9,871,296,228 "," 1,718,929,272 ", -   ," 703,976,050 "," 8,453,625,199 "," 40,086,591 ", -   ," 16,436,048,763 "," 616,878,278 "," 713,694,979 "," 5,359,060 "," 312,011,493 "," 155,147,523 "
Global,Goats,Grassland systems,Meat,219.4," 294,534,780 "," 64,622,062,898 "," 6,744,257,793 "," 41,247,354,142 "," 16,630,450,963 "," 5,544,533,226 ", -   ," 2,657,125,218 "," 12,800,171,622 "," 14,841,843 ", -   ," 39,628,680,531 "," 1,618,673,611 "," 1,173,154,123 "," 452,797,022 "," 263,890,131 "," 468,195,571 "
Global,Goats,Mixed systems,Aggregated,155.8," 813,868,747 "," 126,793,741,374 "," 17,140,978,237 "," 88,775,632,814 "," 20,877,130,324 "," 14,324,538,498 ", -   ," 6,958,632,650 "," 11,569,710,555 "," 95,632,684 ", -   ," 84,241,097,559 "," 4,534,535,255 "," 2,348,787,119 "," 703,767,856 "," 1,226,650,624 "," 790,388,574 "
Global,Goats,Mixed systems,Milk,113.8," 364,586,727 "," 41,488,537,332 "," 5,665,314,312 "," 29,736,396,401 "," 6,086,826,620 "," 4,626,644,589 ", -   ," 1,909,445,505 "," 3,269,081,144 "," 77,862,672 ", -   ," 28,235,985,528 "," 1,500,410,873 "," 908,299,971 "," 8,671,408 "," 793,576,541 "," 158,559,102 "
Global,Goats,Mixed systems,Meat,189.9," 449,282,020 "," 85,305,204,042 "," 11,475,663,925 "," 59,039,236,413 "," 14,790,303,704 "," 9,697,893,909 ", -   ," 5,049,187,145 "," 8,300,629,411 "," 17,770,012 ", -   ," 56,005,112,031 "," 3,034,124,382 "," 1,440,487,148 "," 695,096,449 "," 433,074,083 "," 631,829,472 "
Global,Pigs,Aggregated,Meat,55.0," 14,884,881,272 "," 819,314,670,113 "," 373,857,543,803 "," 254,317,745,525 "," 191,139,380,785 "," 229,650,588,157 "," 34,276,874,275 "," 100,502,855,441 "," 34,780,694,008 "," 88,104,131,912 ", -   ," 29,861,285,410 "," 190,179,585,840 "," 55,855,831,336 "," 17,325,384,814 "," 3,849,906,742 "," 34,927,532,177 "
Global,Pigs,Backyard systems,Meat,50.6," 3,898,979,871 "," 197,126,513,374 "," 43,509,229,132 "," 93,500,590,928 "," 60,116,693,314 "," 43,350,038,940 "," 11,174,847,295 "," 26,982,707,941 "," 5,867,641,714 ", -   , -   ," 12,235,522,329 "," 70,090,221,303 "," 27,266,343,658 ", -   ," 159,190,193 ", -   
Global,Pigs,Intermediate systems,Meat,69.1," 2,620,556,683 "," 180,969,912,085 "," 84,350,086,389 "," 57,765,054,810 "," 38,854,770,886 "," 57,788,263,342 "," 16,224,535,644 "," 25,225,289,664 "," 5,751,042,695 "," 15,542,739,207 ", -   ," 5,038,207,637 "," 36,502,311,530 "," 7,878,438,527 "," 1,357,180,917 "," 246,690,105 "," 9,415,212,817 "
Global,Pigs,Industrial systems,Meat,52.7," 8,365,344,718 "," 441,218,244,655 "," 245,998,228,282 "," 103,052,099,787 "," 92,167,916,585 "," 128,512,285,876 "," 6,877,491,336 "," 48,294,857,836 "," 23,162,009,599 "," 72,561,392,705 ", -   ," 12,587,555,444 "," 83,587,053,008 "," 20,711,049,151 "," 15,968,203,897 "," 3,444,026,445 "," 25,512,319,360 "
Global,Chicken,Aggregated,Aggregated,33.8," 23,364,080,048 "," 789,759,291,183 "," 548,726,329,489 "," 24,213,014,415 "," 216,819,947,279 "," 265,403,953,489 "," 3,738,375,737 "," 112,274,149,673 "," 64,590,528,831 "," 165,407,383,245 ", -   , -   ," 20,474,638,678 "," 39,955,268,775 "," 55,006,666,424 "," 6,144,176,713 "," 56,764,149,618 "
Global,Chicken,Aggregated,Eggs,31.4," 9,026,864,638 "," 283,467,896,200 "," 181,305,219,176 "," 16,090,183,487 "," 86,072,493,537 "," 101,424,879,666 "," 2,388,483,212 "," 46,181,137,843 "," 19,628,914,514 "," 51,237,036,881 ", -   , -   ," 13,701,700,275 "," 20,262,441,180 "," 11,446,930,471 "," 427,701,597 "," 16,768,670,562 "
Global,Chicken,Aggregated,Meat,35.3," 14,337,215,410 "," 506,291,394,983 "," 367,421,110,312 "," 8,122,830,929 "," 130,747,453,742 "," 163,979,073,823 "," 1,349,892,525 "," 66,093,011,829 "," 44,961,614,317 "," 114,170,346,364 ", -   , -   ," 6,772,938,404 "," 19,692,827,595 "," 43,559,735,954 "," 5,716,475,116 "," 39,995,479,056 "
Global,Chicken,Backyard systems,Aggregated,30.4," 962,814,384 "," 29,258,163,101 "," 6,865,385,749 "," 4,947,369,345 "," 17,445,408,007 "," 6,865,385,749 "," 3,738,375,737 "," 4,292,736,927 "," 1,300,680,138 ", -   , -   , -   ," 1,208,993,608 "," 11,851,990,942 ", -   , -   , -   
Global,Chicken,Backyard systems,Eggs,28.0," 708,756,224 "," 19,837,080,516 "," 4,725,642,167 "," 3,187,931,349 "," 11,923,506,999 "," 4,725,642,167 "," 2,388,483,212 "," 2,952,298,118 "," 898,162,556 ", -   , -   , -   ," 799,448,138 "," 8,073,046,325 ", -   , -   , -   
Global,Chicken,Backyard systems,Meat,37.1," 254,058,160 "," 9,421,082,585 "," 2,139,743,583 "," 1,759,437,995 "," 5,521,901,007 "," 2,139,743,583 "," 1,349,892,525 "," 1,340,438,809 "," 402,517,581 ", -   , -   , -   ," 409,545,471 "," 3,778,944,617 ", -   , -   , -   
Global,Chicken,Layers,Aggregated,34.4," 9,218,647,724 "," 316,835,509,935 "," 213,320,655,872 "," 14,574,444,208 "," 88,940,409,856 "," 116,808,339,298 ", -   ," 52,530,076,390 "," 22,039,115,010 "," 62,229,763,028 ", -   , -   ," 14,574,444,208 "," 14,371,218,455 "," 14,120,935,560 "," 583,062,090 "," 19,578,555,896 "
Global,Chicken,Layers,Eggs,31.7," 8,318,108,414 "," 263,630,815,684 "," 176,579,577,009 "," 12,902,252,137 "," 74,148,986,538 "," 96,699,237,499 ", -   ," 43,228,839,726 "," 18,730,751,958 "," 51,237,036,881 ", -   , -   ," 12,902,252,137 "," 12,189,394,855 "," 11,446,930,471 "," 427,701,597 "," 16,768,670,562 "
Global,Chicken,Layers,Meat,59.1," 900,539,310 "," 53,204,694,251 "," 36,741,078,863 "," 1,672,192,071 "," 14,791,423,318 "," 20,109,101,799 ", -   ," 9,301,236,664 "," 3,308,363,053 "," 10,992,726,147 ", -   , -   ," 1,672,192,071 "," 2,181,823,601 "," 2,674,005,089 "," 155,360,493 "," 2,809,885,335 "
Global,Chicken,Broilers,Aggregated,33.7," 13,182,617,940 "," 443,665,618,147 "," 328,540,287,867 "," 4,691,200,863 "," 110,434,129,417 "," 141,730,228,441 ", -   ," 55,451,336,355 "," 41,250,733,683 "," 103,177,620,217 ", -   , -   ," 4,691,200,863 "," 13,732,059,378 "," 40,885,730,864 "," 5,561,114,623 "," 37,185,593,721 "
Global,Chicken,Broilers,Meat,33.7," 13,182,617,940 "," 443,665,618,147 "," 328,540,287,867 "," 4,691,200,863 "," 110,434,129,417 "," 141,730,228,441 ", -   ," 55,451,336,355 "," 41,250,733,683 "," 103,177,620,217 ", -   , -   ," 4,691,200,863 "," 13,732,059,378 "," 40,885,730,864 "," 5,561,114,623 "," 37,185,593,721 "
East Asia and Southeast Asia,Cattle,Aggregated,Aggregated,184.4," 2,987,340,129 "," 550,811,642,406 "," 91,772,321,213 "," 334,007,020,187 "," 125,032,301,006 "," 75,346,156,404 ", -   ," 37,701,330,316 "," 63,482,479,459 "," 1,940,060,212 ", -   ," 325,132,989,636 "," 8,874,030,552 "," 23,848,491,231 "," 3,757,553,992 "," 1,647,682,004 "," 9,080,868,601 "
East Asia and Southeast Asia,Cattle,Aggregated,Milk,77.9," 1,735,257,848 "," 135,245,217,798 "," 31,318,144,866 "," 74,880,616,750 "," 29,046,456,182 "," 19,247,031,224 ", -   ," 10,026,090,788 "," 14,811,861,860 "," 684,620,604 ", -   ," 72,265,899,418 "," 2,614,717,333 "," 4,208,503,534 "," 2,568,963,173 "," 279,189,516 "," 8,538,340,349 "
East Asia and Southeast Asia,Cattle,Aggregated,Meat,331.9," 1,252,082,280 "," 415,566,424,607 "," 60,454,176,347 "," 259,126,403,437 "," 95,985,844,824 "," 56,099,125,180 ", -   ," 27,675,239,529 "," 48,670,617,599 "," 1,255,439,608 ", -   ," 252,867,090,218 "," 6,259,313,219 "," 19,639,987,696 "," 1,188,590,819 "," 1,368,492,488 "," 542,528,252 "
East Asia and Southeast Asia,Cattle,Grassland systems,Aggregated,187.1," 1,054,486,254 "," 197,313,294,857 "," 27,429,558,208 "," 113,746,228,525 "," 56,137,508,124 "," 21,550,034,666 ", -   ," 9,651,029,155 "," 44,244,036,736 "," 235,175,594 ", -   ," 111,189,198,878 "," 2,557,029,647 "," 2,242,442,234 "," 1,312,845,683 "," 279,683,846 "," 4,051,818,419 "
East Asia and Southeast Asia,Cattle,Grassland systems,Milk,76.1," 767,294,817 "," 58,408,628,931 "," 11,743,257,786 "," 31,368,334,268 "," 15,297,036,877 "," 6,590,157,040 ", -   ," 3,048,981,997 "," 11,639,927,230 "," 123,194,131 ", -   ," 30,352,236,212 "," 1,016,098,057 "," 608,127,650 "," 1,082,207,924 "," 54,932,607 "," 3,892,766,085 "
East Asia and Southeast Asia,Cattle,Grassland systems,Meat,483.7," 287,191,437 "," 138,904,665,926 "," 15,686,300,421 "," 82,377,894,257 "," 40,840,471,248 "," 14,959,877,626 ", -   ," 6,602,047,158 "," 32,604,109,506 "," 111,981,464 ", -   ," 80,836,962,666 "," 1,540,931,590 "," 1,634,314,583 "," 230,637,759 "," 224,751,240 "," 159,052,334 "
East Asia and Southeast Asia,Cattle,Mixed systems,Aggregated,189.2," 1,688,002,161 "," 319,406,066,040 "," 55,835,134,781 "," 206,033,833,176 "," 57,537,098,083 "," 46,055,864,332 ", -   ," 23,634,374,167 "," 14,833,560,701 "," 1,586,724,023 ", -   ," 200,057,743,933 "," 5,976,089,243 "," 19,069,163,215 "," 2,220,248,475 "," 1,063,704,094 "," 4,908,593,856 "
